,186.1135975,438.1306517,253.0254903,169.0407294,227.0197944,210.0772021,337.020114,213.0880932,456.1412931,368.2113017,238.0754488,228.1030428,449.0514755,459.0997214,305.1029773,429.2857299,435.1144287,479.0658231,232.0826442,293.0124676,330.9764847,473.3061888,466.0883446,262.0931701,367.1510662,277.2173577,178.0543696,301.0941716,268.0727353,201.0557296,253.0618169,287.0503084,290.0419336,341.0050458,451.14632,248.104013,442.0931325,437.1090099,465.1555322,189.0920825,434.1245744,224.0023639,441.0820494,256.0826626,222.9884584,443.1922283,292.1401757,457.1868203,438.1188159,325.2383423,435.0780815,277.1920694,243.0298929,232.1190772,448.0626115,459.2751511,237.1496364,244.1554111,455.1048385,451.0419706,313.0314283,445.2807313,441.1191203,462.0579283,447.056879,263.1441139,479.1558765,270.1711356,450.1405927,221.1295087,460.1460369,320.1251944,444.0209361,237.0223234,436.2188672,228.0149195,280.1190378,477.1038425,289.1082016,255.0874259,331.0207991,259.1340442,475.260262,233.0302422,300.1816731,243.0623009,453.1619203,443.2874489,443.3166284,291.0411582,173.0819184,454.2082124,445.0776844,459.0309137,463.1035509,173.0971528,298.1772527,376.1191296,442.2211873,168.0454819
Tem01,0,7.79E-05,0.000135024,0,0.000150739,0.000183132,0.001322592,0.000166149,8.01E-05,0,0,0,0.000292681,0,0.000571434,0,0,0,0,0.00013206,0,0,0,0,8.60E-05,0,0,6.31E-05,0.00010874,0.000260911,0.000237146,5.27E-05,0.000516542,0.00014725,0,4.83E-05,5.66E-05,0.00023539,0,0,7.03E-05,5.67E-05,0,0.00036801,9.27E-05,0,0,0,0,0,0,0,0.000957512,0,0,0,0,0,0,0.000185037,0,0,0.000223723,0.000105786,0.000313021,0,8.74E-05,0,8.44E-05,0,0,0.000151444,0.000117134,0,0,0,0.000124381,0.000157637,0.00030446,0.000445126,0.000513898,0,0,0,0,0.000110534,0,0,0,0.000141329,0,0,0.000415085,0,0.000123776,0,0,0,0,5.99E-05
Tem02,0,7.01E-05,0.000120352,4.10E-05,0.000228775,0.000185478,0.001137415,0.000267089,8.23E-05,0,0,0,0.000301277,0,0.000604541,0,0,0,8.06E-05,0.0001328,0,0,0,0,9.78E-05,0,0,6.66E-05,9.09E-05,0.000309043,0.000228774,5.43E-05,0.000502368,0.00013445,0,5.64E-05,6.48E-05,0.000168335,6.84E-05,4.28E-05,6.11E-05,6.13E-05,0,0.000297579,7.31E-05,0,0,6.54E-05,0,0,0,0,0.00125672,0,0,0,0,0,0,0.000169815,0.000100947,0,0.000208783,9.69E-05,0.00025971,0,7.87E-05,0,6.84E-05,0,0,0.000199574,0.000147039,0,0,6.44E-05,0.000120863,0.000146469,0.000352058,0.000526613,0.000560514,0,0,0,0,0.00021281,0,0,0,0.00011186,0.000108938,0,0.000362275,0,0.000130184,0,0,0,0,5.28E-05
Tem03,0,7.90E-05,0.00011791,0,0.000218142,0.000163622,0.001231194,0.000249239,8.50E-05,0,0,0,0.000316544,0,0.000574378,0,0,0,8.55E-05,0.00012461,0,0,0,0,0.000100204,0,0,6.50E-05,9.81E-05,0.000289464,0.000229568,5.64E-05,0.000490433,0.000150761,0,4.70E-05,7.02E-05,0.000152692,0,0,7.15E-05,5.91E-05,0,0.000272096,7.36E-05,0,0,0,0,6.77E-05,0,0,0.001195005,0,0,0,0,0,0,0.000196393,0.000107666,0,0.000191764,0.000106373,0.000253216,0,6.68E-05,5.32E-05,6.64E-05,0,0,0.000189672,0.000158616,0,0,6.69E-05,0.000117944,0.000119747,0.000345555,0.000465917,0.000615439,0,0,0,0,0.000177489,0,0,0,0.000147932,8.64E-05,0,0.000317701,0,0.000135158,0,0,0,0,4.71E-05
Tem04,0,6.38E-05,0.000117023,4.13E-05,0.000236705,0.00016102,0.00140459,0.000214811,7.67E-05,0,0,0,0.000306188,0,0.000531032,0,0,0,7.04E-05,0.000134351,0,0,0,0,0.000100874,0,0,0,8.36E-05,0.000271168,0.000204813,4.68E-05,0.000488589,0.000138345,0,0,6.04E-05,0.000173424,5.79E-05,0,6.85E-05,5.37E-05,0,0.000267808,8.99E-05,0,0,5.93E-05,0,0,0,0,0.001186117,0,0,0,0,0,0,0.000204604,0.000108492,0,0.000197393,0.000105277,0.000292174,0,6.93E-05,5.01E-05,7.17E-05,0,0,0.000164481,0.000171709,0,0,7.29E-05,0.000109149,0.000139374,0.000308257,0.000441949,0.000616331,0,0,0,0,0.000175697,0,0,0,0.000121876,6.96E-05,0,0.000360721,0,0.00012768,0,0,0,0,4.60E-05
Tem05,0,7.06E-05,0.000102504,0,0.000171139,0.000197695,0.001493425,0.000182483,8.67E-05,0,0,0,0.000263303,0,0.000735117,0,0,0,0,0,0,0,0,0,9.06E-05,0,0,6.25E-05,8.03E-05,0.000279809,0.000216504,0,0.00045023,0.000108152,0,0,0,0.000287205,6.45E-05,4.47E-05,6.46E-05,5.28E-05,0,0.000434747,8.50E-05,0,0,0,0,0,0,0,0.000846676,0,0,0,0,0,0,0.000158844,0,0,0.000245928,9.00E-05,0.000332081,0,0.000117638,0,0.000105809,0,0,0.000155634,0.000122653,0,0,0,0.000133103,0.000212436,0.000427217,0.000580767,0.000443742,0,0,0,0,0.000132978,0,0,0,0.00010005,5.12E-05,0,0.000462133,0,0.000123793,0,0,0,0,0
Tem06,0,6.63E-05,0.000111198,4.39E-05,0.000152663,0.000221011,0.001396478,0.000179999,9.11E-05,0,0,0,0.000267419,0,0.000722709,0,0,0,5.30E-05,0.000142863,0,0,0,0,9.66E-05,0,0,0,9.65E-05,0.000262441,0.000213333,0,0.000496331,0.000118773,0,5.56E-05,0,0.000255857,6.04E-05,0,6.41E-05,4.87E-05,0,0.000410469,9.96E-05,0,0,6.11E-05,0,0,0,0,0.000776766,0,0,0,5.05E-05,0,0,0.00016036,0,0,0.00021094,9.86E-05,0.00032979,0,0.000109273,0,8.21E-05,0,0,0.000169683,0.00012563,0,0,0,0.000131402,0.000182863,0.000416479,0.00055296,0.000518267,0,0,0,0,0.000134412,0,0,0,0.000104427,0,0,0.000426973,0,0.000121616,0,0,0,0,5.00E-05
Tem07,0,7.92E-05,0.000139829,4.61E-05,0.00022103,0.00019538,0.001153524,0.000283215,8.64E-05,0,0,0,0.000328788,0,0.000655308,0,0,0,7.40E-05,0.000141003,0,0,0,0,9.79E-05,0,0,7.01E-05,0.000114791,0.000331718,0.000275393,0,0.000494399,0.000123848,0,5.29E-05,7.99E-05,0.000171941,7.14E-05,5.13E-05,9.56E-05,6.48E-05,0,0.000300701,7.14E-05,0,0,6.42E-05,0,0.000128694,0,0,0.001029741,0,0,0,0,0,0,0.000192762,9.83E-05,0,0.000243528,0.000111392,0.000247562,0,7.82E-05,7.10E-05,7.05E-05,0,0,0.000204022,0.000159452,0,0,7.17E-05,0.000131616,0.000136801,0.000461695,0.000491337,0.000538066,0,0,0,0,0.000197378,0,0,0,0.000148756,8.88E-05,0,0.000363582,0,0.000138212,0,5.83E-05,0,0,5.51E-05
Tem08,0,7.84E-05,0.000116853,0,0.000171116,0.00021317,0.001244957,0.000238838,8.81E-05,0,0,0,0.000288768,0,0.000793043,0,0,0,5.87E-05,0.000122478,0,0,0,0,9.14E-05,0,0,6.77E-05,9.93E-05,0.000296588,0.000219924,0,0.000459617,0.000108302,0,5.31E-05,5.74E-05,0.000230653,6.71E-05,4.81E-05,6.06E-05,5.69E-05,0,0.000407491,8.31E-05,0,0,6.36E-05,0,0,0,0,0.00086783,0,0,0,4.97E-05,0,0,0.000163068,0,0,0.00025766,9.22E-05,0.000302221,0,9.16E-05,0,8.23E-05,0,0,0.00019076,0.00012942,0,0,0,0.000158778,0.000170867,0.000475695,0.00060029,0.000467547,0,0,0,0,0.00015084,0,0,0,0.000111121,5.18E-05,0,0.000414526,0,0.000144764,0,0,0,0,4.28E-05
Tem09,0,7.54E-05,0.000143361,0,0.000218191,0.000252057,0.000902101,0.000347741,8.92E-05,0,0,0,0.000300874,0,0.000837458,0,0,0,7.41E-05,0.000131326,0,0,0,0,0.000106668,0,0,6.95E-05,0.000119091,0.000429527,0.000265326,0,0.000436859,0.000100647,0,6.57E-05,7.48E-05,0.000208556,8.32E-05,7.57E-05,9.08E-05,6.06E-05,0,0.0004095,6.24E-05,0,0,7.32E-05,0,0,0,0,0.000901082,0,0,0,7.18E-05,0,0,0.000146875,0,0,0.000277451,9.04E-05,0.00023381,0,0.000105272,0,9.89E-05,0,0,0.000195242,7.19E-05,0,0,6.24E-05,0.000156638,0.000167165,0.000563949,0.000592089,0.000394195,5.93E-05,0,0,0,0.000184959,0,0,0,0.00011542,8.29E-05,0,0.000386781,0,0.000167742,0,6.33E-05,6.36E-05,0,6.62E-05
